timestamp_utc,headline,threats_and_vulnerabilities,opportunities_for_growth,neutral,news_score
2024-04-09 12:00:06+00:00,Alphabet Next Cloud Event Tuesday Could Justify Further Stock Upside,0.1313,0.1559,0.7128,
2024-04-10 12:00:01+00:00,Microsoft Will Unveil New Windows and Cloud Ai Features in May,0.1354,0.5999,0.2646,0.5999
2024-04-17 12:00:00+00:00,Google Workers Arrested After Nine Hour Protest in Google Cloud Ceos Office,0.2821,0.2978,0.4201,
2024-04-17 12:00:03+00:00,Aws Stops Selling Snowmobile Truck for Cloud Migrations,0.3769,0.304,0.3191,-0.3769
2024-04-17 12:00:05+00:00,Uae Denies Cloud Seeding Took Place Before Severe Dubai Floods,0.2358,0.2634,0.5008,
2024-04-23 12:00:02+00:00,Hashicorp Shares Spike on Report That Ibm Is in Talks to Buy the Cloud Software Maker,0.1731,0.3639,0.463,
2024-04-24 12:00:04+00:00,Amazon Cto on Opening Southeast Asia Cloud Regions,0.1858,0.4921,0.322,0.4921
2024-04-25 12:00:00+00:00,Microsoft Says Cloud Ai Demand Exceeds Supply Despite Spending Surge,0.3994,0.3042,0.2964,-0.3994
2024-04-29 12:00:00+00:00,Oracle Boosts Generative Ai Capabilities As Cloud Competition Intensifies,0.1159,0.6785,0.2057,0.6785
2024-04-29 12:00:03+00:00,Bitcoin Miner and Nvidia Ai Cloud Partner Northern Data Could Go Up 50percent Berenberg Says,0.2078,0.3447,0.4475,
2024-05-01 12:00:01+00:00,Nvidia Backed Gpu Cloud Provider Coreweave Is Worth 19 Billion,0.1087,0.7146,0.1767,0.7146
2024-05-07 12:00:02+00:00,Spanish Startups Hit Microsoft with Complaint Over Cloud Practices,0.4274,0.3174,0.2552,-0.4274
2024-05-14 12:00:02+00:00,Cramer Its No Surprise to See Amazon Shares Lower After Cloud Ceo Shakeup,0.3166,0.0974,0.586,
2024-05-15 12:00:00+00:00,Palo Alto Networks Will Buy Ibm Qradar Cloud Security Software Assets,0.0711,0.7199,0.209,0.7199
2024-05-23 12:00:01+00:00,Amazons New Cloud Boss Inherits a Business at Crossroads Over Ai,0.195,0.4965,0.3084,0.4965
2024-05-23 12:00:09+00:00,Alibaba Bets on Ai to Fuel Cloud Growth As It Expands Globally,0.1103,0.4579,0.4318,0.4579
2024-05-28 12:00:06+00:00,Amazon Reportedly in Talks with Italy to Invest Billions of Euros in Cloud Expansion,0.1821,0.4562,0.3617,0.4562
2024-06-03 12:00:01+00:00,Google Cuts at Least 100 Jobs Across Cloud Unit Sources Say,0.5737,0.1786,0.2477,-0.5737
2024-06-25 12:00:12+00:00,Us Probing China Telecom China Mobile Over Internet and Cloud Risks Reuters Reports Citing Sources,0.1651,0.4562,0.3787,0.4562
2024-07-19 12:00:10+00:00,Microsoft Says It Restored Cloud Services After They Suffered Outage,0.4422,0.3174,0.2404,-0.4422
2024-07-24 12:00:02+00:00,Unicredit Tops Profit Forecast Buys Cloud Based Bank,0.0848,0.4987,0.4165,0.4987
2024-07-30 12:00:03+00:00,A Big Cloud Hangs Over Big Tech Earnings Is All This Ai Spending Worth It,0.1976,0.3485,0.4539,
2024-07-30 12:00:04+00:00,Tencent Cloud Downplays Ai Hype When It Comes to Making Games,0.3011,0.244,0.4548,
2024-08-02 12:00:04+00:00,Wall Street Analysts Think Investors Should Buy the Dip in Amazon Call Cloud Business a Bright Spot,0.0907,0.3496,0.5597,
2024-08-02 12:00:06+00:00,Microsoft Touts Cloud Momentum From Y Combinator Startups,0.2632,0.3077,0.4291,
2024-08-15 12:00:04+00:00,Alibaba Shares Dip 3percent After Quarterly Earnings Miss Expectations Despite Cloud Acceleration,0.2862,0.1599,0.554,
2024-08-21 12:00:01+00:00,Microsoft Changes Reporting to Boost Cloud Consumption Visibility,0.2685,0.2674,0.4641,
2024-08-21 12:00:02+00:00,Amazons Cloud Unit May Need to Pass the Profit Growth Baton to E Commerce,0.1319,0.741,0.1271,0.741
2024-08-23 12:00:04+00:00,How Google Makes Custom Cloud Chips That Power Apple Ai and Gemini,0.0945,0.6738,0.2317,0.6738
2024-08-27 12:00:05+00:00,Nvidia Partner Sustainable Metal Cloud Ai Data Center Energy Consumption,0.1212,0.6247,0.2541,0.6247
2024-09-10 12:00:00+00:00,Amazon Makes 8 Billion Uk Investment to Build Cloud and Ai Infrastructure,0.1371,0.7061,0.1567,0.7061
2024-09-24 12:00:01+00:00,Microsoft to Spend 1point3 Billion in Mexico on Cloud Ai Tech,0.0871,0.7365,0.1764,0.7365
2024-09-25 12:00:03+00:00,Google Files Eu Antitrust Complaint Accusing Microsoft of Stifling Cloud Competition,0.1978,0.4276,0.3746,0.4276
2024-10-02 12:00:06+00:00,Chemical Cloud Near Atlanta Prompts New Shelter in Place Alert,0.2111,0.1625,0.6264,
2024-10-16 12:00:04+00:00,Generative Ai Startups Get 40percent of All Vc Investment in Cloud Accel,0.118,0.6434,0.2386,0.6434
2024-10-29 12:00:06+00:00,What You Need to Know About the New Way Microsoft Reports Cloud Numbers,0.1343,0.6026,0.2631,0.6026
2024-10-29 12:00:07+00:00,Japans Political Instability Could Cloud Economic Policy Herald Revolving Door of Prime Ministers,0.1968,0.1801,0.6231,
2024-10-31 12:00:00+00:00,Amazons Cloud Unit Records Highest Profit Margin in at Least a Decade,0.2646,0.4145,0.3209,0.4145
2024-10-31 12:00:02+00:00,Amazon Crushed E Commerce and Cloud Forecast Strong Holiday Quarter,0.3538,0.1485,0.4977,
2024-11-02 12:00:00+00:00,Googles Cloud Outpaces Aws Azure in Q3 As Ai Battle Heats Up,0.4894,0.2522,0.2584,-0.4894
2024-11-04 12:00:03+00:00,Jefferies Says This Tax Software Name Can Jump Nearly 20percent As It Sustains Cloud Revenue Growth,0.1359,0.5722,0.2919,0.5722
2024-11-07 14:00:00+00:00,Datadog Q3 revenue reaches $690M up 26% year-over-year fueled by AI cloud workloads,0.1136,0.508,0.3784,0.508
2024-11-18 12:00:01+00:00,Cloud Software Company Servicetitan Files for Ipo,0.1245,0.6895,0.186,0.6895
2024-11-18 12:00:06+00:00,Tencent Is Contesting Microsoft Googles Cloud Dominance with Wechat,0.1769,0.4634,0.3597,0.4634
2024-11-19 12:00:00+00:00,India Central Bank Plans 2025 Launch of Cloud Services,0.0996,0.6872,0.2132,0.6872
2024-11-19 12:00:03+00:00,Microsoft Introduces Windows 365 Link for Cloud Based Desktops,0.1023,0.7767,0.1211,0.7767
2024-11-21 12:00:06+00:00,British Regulator Prepares Competition Remedies for Cloud Market,0.0947,0.5981,0.3072,0.5981
2024-12-03 12:00:03+00:00,Microsoft Overcharging Rival Cloud Firms Customers Uk Lawsuit Says,0.2021,0.4443,0.3536,0.4443
2024-12-17 12:00:05+00:00,Fears Over Inflation Tariffs Cloud the Economic Outlook Cnbc Survey Found,0.0988,0.3037,0.5975,
2024-12-18 12:00:01+00:00,Amd Invests in Gpu Cloud Provider Vultr at 3point5 Billion Valuation,0.0835,0.6826,0.2339,0.6826
2024-12-18 12:00:03+00:00,Suki Google Cloud Expand Partnership on Assistive Health Tech,0.0684,0.7967,0.1348,0.7967
2024-12-31 12:00:00+00:00,Alibaba Baba Cloud Unit Slashes Prices on Ai Models by Up to 85percent,0.2282,0.3101,0.4618,
2025-01-02 12:00:01+00:00,Goldman Double Upgrades This Cloud Cybersecurity Stock Sees 30percent Upside,0.1138,0.3134,0.5727,
2025-01-21 12:00:01+00:00,Microsoft Loses Status As Openais Exclusive Cloud Provider,0.3849,0.3526,0.2625,-0.3849
2025-01-24 12:00:03+00:00,Baird Upgrades This Cloud Communications Stock Calling for Around 40percent Upside,0.1539,0.3328,0.5133,
2025-01-28 12:00:09+00:00,Uk Raises Cloud Competition Concerns Singles Out Microsoft and Amazon,0.1699,0.6266,0.2035,0.6266
2025-01-28 12:00:14+00:00,Sap Upgrades Outlook As Cloud Cfo Says Deepseek Is Good News,0.1272,0.5986,0.2742,0.5986
2025-01-28 12:00:15+00:00,Microsofts Underperformance Has Investors Looking to Cloud for Growth,0.1302,0.6176,0.2521,0.6176
2025-02-19 12:00:02+00:00,Ai Cloud Startup Lambda Raises 480 Million in New Round Nvidia Among Investors,0.1412,0.6,0.2588,0.6
2025-02-20 12:00:03+00:00,Btig Upgrades Snowflake on Improving Cloud Demand Ai Growth,0.2042,0.4171,0.3787,0.4171
2025-02-20 12:00:05+00:00,Amazon Fastest Growing Business Is Not Retail Or Cloud Why That Is a Good Thing,0.2834,0.5301,0.1865,0.5301
2025-02-24 12:00:05+00:00,Morgan Stanley Upgrades Alibaba Says Chinese Ai Play Has Room to Run As Cloud Demand Takes Off,0.1755,0.4819,0.3426,0.4819
2025-02-27 12:00:00+00:00,Google Makes Cuts to Hr and Cloud Units,0.5014,0.1761,0.3225,-0.5014
2025-03-03 12:00:00+00:00,Ai Cloud Provider Coreweave Files for Ipo,0.1237,0.641,0.2353,0.641
2025-03-05 12:00:00+00:00,Amazons Cloud Unit Forms Agentic Ai Group Under Swami Sivasubramanian,0.1947,0.4444,0.3609,0.4444
2025-03-06 12:00:02+00:00,Aws Launches Amazon Gamelift Streams for Cloud Gaming,0.2153,0.5506,0.2341,0.5506
2025-03-18 12:00:04+00:00,Google to Acquire Cloud Security Startup Wiz for 32 Billion,0.0845,0.7626,0.1529,0.7626
2025-03-18 12:00:05+00:00,What Google Wiz Cloud Security Deal Means for Googl Crwd Panw,0.0783,0.583,0.3387,0.583
2025-03-19 12:00:06+00:00,Nvidia Ceo Jensen Huang Says Stop Worrying About a Dark Cloud on Stock,0.163,0.14,0.6969,
2025-04-02 12:00:00+00:00,The Sell Off in This Cloud Stock Is Overdone and Investors Should Scoop Up Shares Kbw Says,0.1043,0.1361,0.7597,
2025-05-06 12:00:03+00:00,This Cloud Stock Could Break Above a 3 Year Resistance Level Charts Show,0.1828,0.1286,0.6886,
2025-05-07 12:00:07+00:00,Trump Tariffs and China Export Curbs Cast Cloud Over Major Chip Stocks,0.1424,0.2904,0.5671,
2025-05-08 11:30:00+00:00,Enterprise AI deployments accelerate cloud monitoring demand across fortune 500 companies,0.1975,0.5831,0.2194,0.5831
2025-05-20 12:00:06+00:00,Evercore Isi Says This Cloud Tech Stock Can Rally More Than 25percent,0.1351,0.3262,0.5387,
2025-05-22 12:00:05+00:00,Analysts Are Getting Even More Bullish on This Cloud Stock After Earnings Beat,0.1311,0.1368,0.7321,
2025-06-04 12:00:05+00:00,Buy This Ai Ready Cloud Stock with More Than 25percent Upside Ubs Says,0.0821,0.3333,0.5846,
2025-06-04 12:00:08+00:00,An Options Strategy to Maximize Gains and Minimize Risk in This Cloud Ai Winner,0.0961,0.3533,0.5506,
2025-06-09 12:00:00+00:00,Vantage Raises 820 Million in a Cloud and Ai Data Centre Deal in Europe,0.1051,0.6599,0.235,0.6599
2025-06-10 12:00:08+00:00,Openai Taps Google in Unprecedented Cloud Deal Despite Ai Rivalry Sources Say,0.1524,0.5231,0.3246,0.5231
2025-06-12 12:00:00+00:00,Oracle Shares Pop 15percent to Record High on Earnings Beat Cloud Optimism,0.1389,0.2494,0.6117,
2025-06-12 12:00:02+00:00,Google Cloud and Other Internet Services Are Reporting Outages,0.6399,0.1394,0.2207,-0.6399
2025-06-12 12:00:07+00:00,Wolfe Research Upgrades This Cloud Computing Stock on Ai Growth Opportunities,0.0902,0.6732,0.2366,0.6732
2025-06-13 12:00:00+00:00,Oracles Stock on Pace for Best Week Since 2001 on Cloud Momentum,0.1678,0.1667,0.6656,
2025-06-13 12:00:03+00:00,Wells Fargo Upgrades This Cloud Security Giant Sees Upside of 28percent Ahead,0.1757,0.4178,0.4065,0.4178
2025-06-16 12:00:00+00:00,Google Cloud Outage Apology,0.4945,0.2052,0.3003,-0.4945
2025-06-17 12:00:07+00:00,Oracle Cloud to Add Xais Grok 3 Model to Lineup for Corporate Customers,0.0937,0.6842,0.2221,0.6842
2025-06-17 12:00:08+00:00,Tencent Bets Wechat and Gaming Will Help It Win Europe Cloud Business,0.0669,0.5986,0.3345,0.5986
2025-06-18 15:20:00+00:00,Cybersecurity researchers identify widespread zero-day exploit targeting unpatched cloud APIs,0.2051,0.5075,0.2874,0.5075
2025-06-30 12:00:02+00:00,Oracle Orcl Stock Cloud Deal,0.091,0.5229,0.3862,0.5229
2025-06-30 12:00:03+00:00,Buy This Tech Stock As Cloud Business Growth Accelerates Stifel Says,0.1025,0.6087,0.2888,0.6087
2025-07-01 12:00:00+00:00,Nations Build Sovereign Ai Open Source Models Cloud Computing,0.1085,0.756,0.1354,0.756
2025-07-01 12:00:04+00:00,Cloudflare to Block Ai Firms From Scraping Content Without Consent,0.1392,0.3878,0.473,
2025-07-10 12:00:01+00:00,Oil Falls As Trumps Expanded Tariffs Cloud Demand Outlook,0.1896,0.1568,0.6535,
2025-07-13 12:00:00+00:00,Global Week Ahead Trade Tensions Cloud Earnings and the G20 Heads South,0.1144,0.2265,0.6591,
2025-07-16 12:00:02+00:00,Openai Googles Cloud Chatgpt,0.1058,0.6259,0.2683,0.6259
2025-07-21 12:00:00+00:00,How Huawei Ascend Telecoms to China Jack All Trades Ai Leader Penghu Chips Nvidia Cloud Matrix,0.0905,0.6318,0.2777,0.6318
2025-07-22 12:00:00+00:00,The Buzz Around Ai Neoclouds Is Growing But Investors Should Tread Carefully,0.1769,0.2012,0.6219,
2025-07-22 12:00:05+00:00,Profit Taking Hits Some Momentum Stocks and a Dark Cloud Lifts Over Dupont,0.1695,0.109,0.7215,
2025-07-23 12:00:01+00:00,Googles 85 Billion Capital Spend Spurred by Cloud Ai Demand,0.13,0.6072,0.2627,0.6072
2025-07-31 12:00:07+00:00,Uk Cma Cloud Ruling Microsoft Amazon,0.2867,0.4087,0.3046,0.4087
2025-08-08 12:00:00+00:00,Oil Set for Steepest Weekly Losses Since June As Tariffs Cloud Demand Outlook,0.1112,0.1304,0.7584,
2025-08-21 12:00:00+00:00,Google Scores Six Year Meta Cloud Deal Worth Over 10 Billion,0.1047,0.6145,0.2808,0.6145
2025-08-22 12:00:02+00:00,Citi Maintains Its Bullishness on Cloud Stock Snowflake Ahead of Second Quarter Earnings,0.1404,0.1548,0.7048,
2025-09-02 12:00:05+00:00,Sap to Invest Over 20 Billion Euros in Sovereign Cloud in Europe,0.0867,0.7165,0.1968,0.7165
2025-09-02 12:00:06+00:00,Microsoft Offers Us Government 6 Billion in Savings on Cloud Services,0.1033,0.7557,0.141,0.7557
2025-09-06 12:00:01+00:00,Microsoft Azure Cloud Computing Service Disrupted Red Sea Fiber Cuts,0.414,0.3748,0.2112,-0.414
2025-09-08 12:00:04+00:00,Buy This Cloud Stock That Continues to Eat Up Market Share Jpmorgan Says,0.0988,0.3244,0.5768,
2025-09-09 12:00:00+00:00,Google Cloud Chief Details How Tech Company Is Monetizing Ai,0.1078,0.6566,0.2356,0.6566
2025-09-10 12:00:03+00:00,Oracle Stock Cloud Backlog Ai,0.1393,0.3866,0.4741,
2025-09-12 12:00:02+00:00,A Bullish Options Trade on Oracle As the Cloud Giant Goes for 1 Trillion Market Cap,0.0887,0.4027,0.5085,
2025-09-16 12:00:01+00:00,Citizens Upgrades This Cloud Computing Stock on Hyperscale Outsourcing Optimism,0.108,0.698,0.194,0.698
2025-09-25 12:00:01+00:00,Microsoft Cuts Cloud Services to Israeli Military After Investigation,0.3883,0.3868,0.2249,-0.3883
2025-10-01 12:00:01+00:00,Google Cloud Unit Layoffs,0.5106,0.23,0.2594,-0.5106
2025-10-09 12:00:00+00:00,Microsoft Engineer Resigns Over Cloud Business From Israeli Military,0.2688,0.5219,0.2093,0.5219
2025-10-14 12:00:01+00:00,Oracle Cloud to Deploy 50000 Amd Ai Chips As Alternative to Nvidia,0.1198,0.7024,0.1778,0.7024
2025-10-15 12:00:01+00:00,Arm Holdings Ceo Move Ai Workloads From Cloud Reduce Power Consumption Energy,0.2567,0.3844,0.3589,0.3844
2025-10-16 12:00:02+00:00,Oracle Confirms Meta Cloud Deal,0.1279,0.5239,0.3481,0.5239
2025-10-23 12:00:01+00:00,Anthropic Google Cloud Deal Tpu,0.0872,0.6629,0.25,0.6629
2025-10-30 12:00:01+00:00,Were Jacking Up Our Price Target on Amazon After Its Cloud Unit Surprises,0.2235,0.2713,0.5053,
2025-10-31 12:00:03+00:00,Amazon Amzn Stock Earnings Revenue Ai Cloud,0.1073,0.5959,0.2968,0.5959
2025-11-03 12:00:00+00:00,Open Ai Amazon Aws Cloud Deal,0.1018,0.6282,0.27,0.6282
2025-11-03 12:00:04+00:00,Cramer Amazons Openai Cloud Deal Puts an Exclamation Point on a Remarkable Few Days,0.1795,0.1249,0.6956,
2025-11-04 12:00:09+00:00,Buy This Ai Cloud Stock Ahead of Earnings Says Citi,0.072,0.447,0.481,
2025-11-06 12:00:06+00:00,Bank of America Double Upgrades This Cloud Stock Thinks It Could Prove a Big Ai Beneficiary,0.0742,0.4309,0.4949,
2025-11-06 13:45:00+00:00,Datadog announces enhanced security posture management for multi-cloud LLM pipelines,0.1382,0.5883,0.2735,0.5883
2025-11-11 12:00:08+00:00,Once Hot Cloud Ai Play Coreweave Is Tanking a Jpmorgan Downgrade Is Adding to the Pressure,0.303,0.1562,0.5409,
2025-11-18 12:00:03+00:00,Cloudflare Down Outage Traffic Spike X Chatgpt,0.525,0.1085,0.3665,-0.525
2025-11-18 12:00:09+00:00,Eu Probes Amazon Microsofts Cloud Services for Potential Curbs,0.1948,0.5642,0.2409,0.5642
2025-11-25 12:00:01+00:00,Alibaba Shares Rise As Ai Drives Cloud Sales Jump Earnings,0.2583,0.3737,0.368,0.3737
2025-12-01 12:00:05+00:00,Guggenheim Sees More Gains Ahead for Alphabet Due to Growing Cloud Demand,0.2218,0.3482,0.43,
2025-12-02 12:00:01+00:00,Amazon Launches Cloud Ai Tool to Help Engineers Recover From Outages,0.3063,0.4094,0.2843,0.4094
2025-12-02 12:00:04+00:00,Amazon Announces New Ai Chips Closer Nvidia Ties But Its Cloud Capacity That Matters Most,0.3735,0.3108,0.3157,-0.3735
2025-12-02 12:00:05+00:00,Mongodb Stock Ai Cloud Database Mdb,0.1162,0.6147,0.269,0.6147
2025-12-02 12:00:06+00:00,This Cloud Name Is Set to Post Earnings Wednesday What the Charts Show Ahead of the Report,0.096,0.2152,0.6888,
2025-12-05 12:00:03+00:00,Buy the Dip in This Ai Neocloud Says Freedom Capitals Paul Meeks,0.0678,0.2551,0.6771,
2025-12-10 12:00:00+00:00,Nvidia Backed Starcloud Trains First Ai Model in Space Orbital Data Centers,0.1343,0.5722,0.2934,0.5722
2025-12-19 12:00:02+00:00,Palo Alto Networks Google Cloud Ai Threats,0.1789,0.4758,0.3453,0.4758
2025-12-22 12:00:01+00:00,Were Putting an Ai Giant in the Bullpen Not Letting a Mistake Cloud Our Judgment,0.1708,0.1459,0.6833,
2025-12-23 12:00:03+00:00,This Cloud Stock Is Due for a Big Rebound Heading Into the New Year Using Options to Play It,0.1344,0.1838,0.6818,
2025-12-29 12:00:02+00:00,Future of the Cloud From Spas to Orbital Space Data Centers,0.1779,0.5278,0.2943,0.5278
2025-12-31 12:00:06+00:00,Champagne Sales Labor Abuses Tariffs Cloud the Sector,0.217,0.2672,0.5159,
2026-01-14 12:00:04+00:00,This Cloud Stock Is Primed to Fall This Options Trade Makes Money on Potential Declines,0.1372,0.1864,0.6763,
2026-01-15 12:00:02+00:00,Cloudflare Ai Human Native Acquisition,0.1109,0.6352,0.2538,0.6352
2026-01-15 12:00:07+00:00,Amazon Sovereign Cloud Europe Expansion,0.1857,0.5958,0.2184,0.5958
2026-01-27 12:00:09+00:00,Tencent Cloud Expansion Middle East,0.1748,0.3842,0.441,
2026-01-29 12:00:05+00:00,Sap Earnings Q4 Shares Cloud Contract Value,0.1137,0.5468,0.3395,0.5468
2026-01-30 12:00:02+00:00,Microsoft Stock Price Market Ai Cloud Azure Earnings,0.0749,0.659,0.2661,0.659
2026-02-27 12:00:03+00:00,Amazon Open Ai Cloud Jassy Altman,0.1499,0.4363,0.4139,0.4363
2026-03-11 12:00:03+00:00,Nebius Nvidia Ai Cloud,0.2139,0.2825,0.5036,
2026-03-31 12:00:00+00:00,Huawei Annual Report 2025 Cloud Computing Revenue,0.1193,0.7194,0.1613,0.7194
2026-04-10 12:00:08+00:00,Alibaba Cloud Invests World Model Ai Shengshu Vidu,0.0845,0.5968,0.3187,0.5968
2026-04-14 09:15:00+00:00,Major cloud security breach exposes unencrypted infrastructure credentials at legacy provider,0.2981,0.4532,0.2487,0.4532
2026-04-15 12:00:08+00:00,This Cloud Stock Is Cheap and Will Be an Ai Winner Says Piper Sandler,0.0739,0.2164,0.7097,
2026-04-24 12:00:02+00:00,Amazon Custom Chips Get a Boost From Meta Giving the Cloud Giant Another Path to Win in Ai,0.2397,0.3698,0.3905,
2026-04-25 12:00:01+00:00,Wall Street Is Getting Bullish on Neoclouds These Stocks Hold More Risk Than Other Ai Plays,0.1266,0.1411,0.7323,
2026-04-30 12:00:04+00:00,Google Microsoft and Amazon All Report Cloud Beats in Earnings,0.1864,0.3999,0.4136,
2026-05-04 12:00:03+00:00,Gold Eases As Inflation Jitters Iran War Cloud Us Rate Outlook,0.193,0.1549,0.6521,
2026-05-06 12:00:09+00:00,Alphabet Stands to Gain From Robust Google Cloud Tpu Growth Mizuho Says,0.1765,0.4406,0.3829,0.4406
2026-05-07 12:00:13+00:00,Eu Commission Cloud Sensitive Data,0.1232,0.5464,0.3304,0.5464
2026-05-08 12:00:08+00:00,Akamai Stock Ai Cloud Infrastructure Deal,0.1015,0.6251,0.2734,0.6251
2026-05-13 12:00:05+00:00,Alibaba Earnings March Quarter Ai Cloud Growth,0.1956,0.3801,0.4243,
2026-05-27 12:00:01+00:00,Mark Zuckerberg Says Meta Starting Cloud Business on the Table,0.0909,0.6302,0.2789,0.6302
2026-05-27 12:00:04+00:00,Snowflake Amazon Graviton Cloud Chips,0.1744,0.2854,0.5402,
2026-06-02 12:00:07+00:00,Hpe Stock Earnings Ai Cloud Servers,0.0805,0.6245,0.295,0.6245
2026-06-04 12:00:04+00:00,Pinterest Signs 4 Billion Dollar Amazon Deal for Cloud Services,0.1417,0.5868,0.2715,0.5868
